"","Daniorerio","Campylomormyruscompressirostris"
"801","itga6b","maker-ptg000400l-augustus-gene-8.56-mRNA-1"
"803","eef1a1b","snap_masked-ptg000878l-processed-gene-2.21-mRNA-1"
"807","rims1b","maker-ptg000697l-augustus-gene-6.57-mRNA-1"
"808","cenpk","snap_masked-ptg001561l-processed-gene-4.36-mRNA-1"
"812","slc2a15b","maker-ptg001561l-snap-gene-1.1-mRNA-1"
"813","LOC103910009","maker-ptg001561l-snap-gene-1.0-mRNA-1"
"815","dpcd","maker-ptg001561l-snap-gene-4.91-mRNA-1"
"816","LOC110439066","maker-ptg000626l-est_gff_est2genome-gene-9.8-mRNA-1"
"817","poll","maker-ptg001561l-snap-gene-2.36-mRNA-1"
"821","as3mt","maker-ptg001561l-snap-gene-2.47-mRNA-1"
"825","inab","snap_masked-ptg001561l-processed-gene-3.15-mRNA-1"
"826","kynu","maker-ptg000771l-snap-gene-19.38-mRNA-1"
"831","sts","maker-ptg000184l-augustus-gene-10.16-mRNA-1"
"832","pnpla4","maker-ptg000184l-snap-gene-10.23-mRNA-1"
"833","pudp","maker-ptg000771l-augustus-gene-12.22-mRNA-1"
"834","prkx","maker-ptg000771l-augustus-gene-9.22-mRNA-1"
"838","cd99","maker-ptg000771l-augustus-gene-8.23-mRNA-1"
"839","dhrsx","maker-ptg000771l-snap-gene-8.12-mRNA-1"
"841","chmp2bb","maker-ptg000130l-augustus-gene-7.10-mRNA-1"
"843","pou1f1","maker-ptg000130l-snap-gene-7.0-mRNA-1"
"847","zgc_152951","maker-ptg000130l-augustus-gene-6.16-mRNA-1"
"848","arl13b","maker-ptg000082l-snap-gene-20.7-mRNA-1"
"849","epha3","maker-ptg000130l-snap-gene-5.7-mRNA-1"
"850","nsun3","maker-ptg000082l-snap-gene-20.0-mRNA-1"
"852","epha6","snap_masked-ptg000082l-processed-gene-18.8-mRNA-1"
"853","arl6","maker-ptg000184l-augustus-gene-1.17-mRNA-1"
"861","pibf1","maker-ptg000597l-snap-gene-4.1-mRNA-1"
"862","gpalpp1","maker-ptg000597l-augustus-gene-12.6-mRNA-1"
"863","gtf2f2a","maker-ptg000922l-augustus-gene-10.46-mRNA-1"
"864","tpt1","maker-ptg000597l-augustus-gene-12.10-mRNA-1"
"870","usp38","maker-ptg000031l-snap-gene-2.35-mRNA-1"
"878","hhip","maker-ptg000671l-augustus-gene-1.5-mRNA-1"
"883","abce1","maker-ptg000671l-augustus-gene-2.34-mRNA-1"
"886","mmaa","maker-ptg000671l-augustus-gene-2.47-mRNA-1"
"887","zgc_152968","maker-ptg000650l-augustus-gene-17.0-mRNA-1"
"889","znf827","maker-ptg000671l-snap-gene-4.13-mRNA-1"
"891","lsm6","maker-ptg000671l-augustus-gene-2.50-mRNA-1"
"895","ednraa","maker-ptg000671l-snap-gene-6.67-mRNA-1"
"897","prmt9","maker-ptg000671l-snap-gene-5.14-mRNA-1"
"905","dclk2b","maker-ptg000671l-snap-gene-6.83-mRNA-1"
"906","dclk2a","maker-ptg000671l-snap-gene-6.84-mRNA-1"
"907","fam193a","maker-ptg002043l-snap-gene-1.52-mRNA-1"
"908","tnip2","maker-ptg002043l-snap-gene-1.28-mRNA-1"
"917","hmgb2a","maker-ptg001411l-snap-gene-0.43-mRNA-1"
"919","hand2","maker-ptg000993l-snap-gene-11.89-mRNA-1"
"921","cep44","maker-ptg000993l-snap-gene-11.91-mRNA-1"
"923","fbxo8","snap_masked-ptg000993l-processed-gene-11.48-mRNA-1"
"925","hpgd","snap_masked-ptg000993l-processed-gene-11.45-mRNA-1"
"926","glra3","maker-ptg000993l-snap-gene-11.80-mRNA-1"
"930","wdr17","maker-ptg000993l-snap-gene-10.18-mRNA-1"
"931","asb5b","maker-ptg000993l-snap-gene-11.70-mRNA-1"
"932","spcs3","maker-ptg001746l-snap-gene-33.34-mRNA-1"
"934","vegfc","snap_masked-ptg001746l-processed-gene-33.13-mRNA-1"
"937","dctd","maker-ptg000021l-snap-gene-21.18-mRNA-1"
"938","chic2","maker-ptg000993l-snap-gene-9.86-mRNA-1"
"940","tmem134","maker-ptg000707l-augustus-gene-6.3-mRNA-1"
"941","slc34a2a","maker-ptg000993l-snap-gene-9.82-mRNA-1"
"942","stox2a","maker-ptg001507l-snap-gene-1.145-mRNA-1"
"943","wfs1a","maker-ptg000993l-augustus-gene-9.21-mRNA-1"
"944","sod3b","maker-ptg002632l-snap-gene-3.145-mRNA-1"
"947","aip","maker-ptg000707l-snap-gene-6.34-mRNA-1"
"951","hpf1","maker-ptg000993l-augustus-gene-9.9-mRNA-1"
"953","ccdc149b","maker-ptg002632l-snap-gene-4.32-mRNA-1"
"955","si_ch211-113e8.11","snap_masked-ptg000707l-processed-gene-6.79-mRNA-1"
"963","tesk1a","snap_masked-ptg000040l-processed-gene-13.92-mRNA-1"
"964","ptgr1.1","maker-ptg000993l-snap-gene-8.57-mRNA-1"
"965","faah2a","maker-ptg000993l-snap-gene-8.32-mRNA-1"
"966","cct7","snap_masked-ptg000993l-processed-gene-8.20-mRNA-1"
"967","txna","maker-ptg000040l-snap-gene-15.30-mRNA-1"
"973","scocb","maker-ptg000589l-augustus-gene-6.48-mRNA-1"
"974","clgn","maker-ptg000589l-snap-gene-6.60-mRNA-1"
"981","htra3a","maker-ptg000589l-snap-gene-0.48-mRNA-1"
"990","hmx1","snap_masked-ptg000047l-processed-gene-28.2-mRNA-1"
"993","dok7b","maker-ptg000589l-snap-gene-5.23-mRNA-1"
"995","rgs12b","maker-ptg000589l-augustus-gene-6.40-mRNA-1"
"996","htt","maker-ptg000589l-snap-gene-6.79-mRNA-1"
"998","paip2b","maker-ptg000466l-snap-gene-21.65-mRNA-1"
"1002","lrpap1","maker-ptg000589l-snap-gene-6.59-mRNA-1"
"1005","mogs","maker-ptg001266l-augustus-gene-0.23-mRNA-1"
"1007","LOC797711","maker-ptg001266l-snap-gene-0.10-mRNA-1"
"1009","cpz","maker-ptg000589l-snap-gene-6.56-mRNA-1"
"1010","rnf24","maker-ptg001266l-augustus-gene-4.4-mRNA-1"
"1011","smox","maker-ptg001266l-augustus-gene-1.7-mRNA-1"
"1012","gpr78b","maker-ptg000589l-snap-gene-6.54-mRNA-1"
"1013","si_dkey-37g12.1","maker-ptg001266l-augustus-gene-1.9-mRNA-1"
"1015","LOC797212","snap_masked-ptg001266l-processed-gene-1.22-mRNA-1"
"1017","adra1d","maker-ptg001266l-snap-gene-4.68-mRNA-1"
"1020","ctnna2","maker-ptg001266l-augustus-gene-3.3-mRNA-1"
"1023","lrrtm1","snap_masked-ptg001266l-processed-gene-4.59-mRNA-1"
"1024","suclg1","snap_masked-ptg002043l-processed-gene-1.107-mRNA-1"
"1027","cisd2","maker-ptg002043l-snap-gene-0.7-mRNA-1"
"1029","bdh2","maker-ptg002043l-snap-gene-1.36-mRNA-1"
"1031","cnga1a","snap_masked-ptg002043l-processed-gene-1.136-mRNA-1"
"1046","cabp2a","maker-ptg000993l-snap-gene-4.84-mRNA-1"
"1047","slc43a3a","maker-ptg000574l-snap-gene-3.29-mRNA-1"
"1051","timm10","maker-ptg000993l-snap-gene-4.70-mRNA-1"
"1052","unc93b1","maker-ptg000574l-snap-gene-4.158-mRNA-1"
"1058","rtn4rl2a","maker-ptg000993l-snap-gene-4.65-mRNA-1"
"1062","med19a","maker-ptg000993l-augustus-gene-4.209-mRNA-1"
"1063","slc43a1b","maker-ptg000993l-snap-gene-3.25-mRNA-1"
"1064","si_dkey-28b4.8","maker-ptg000993l-snap-gene-3.19-mRNA-1"
"1065","pold4","maker-ptg000993l-augustus-gene-2.2-mRNA-1"
"1067","p2rx3b","maker-ptg000993l-snap-gene-4.56-mRNA-1"
"1072","si_dkey-9i23.8","maker-ptg000993l-snap-gene-2.11-mRNA-1"
"1073","ndufs8a","maker-ptg000993l-augustus-gene-4.205-mRNA-1"
"1074","ran","maker-ptg000993l-snap-gene-4.51-mRNA-1"
"1075","stx3a","maker-ptg000993l-snap-gene-4.47-mRNA-1"
"1076","kdm2aa","maker-ptg000993l-snap-gene-4.32-mRNA-1"
"1077","tcirg1a","maker-ptg000574l-augustus-gene-12.188-mRNA-1"
"1083","vps37c","maker-ptg000993l-snap-gene-4.30-mRNA-1"
"1086","tmem132a","maker-ptg000993l-augustus-gene-4.179-mRNA-1"
"1087","dnaja1","maker-ptg001246l-snap-gene-4.16-mRNA-1"
"1098","LOC137490099","maker-ptg000190l-snap-gene-4.64-mRNA-1"
"1100","emp1","snap_masked-ptg000301l-processed-gene-0.6-mRNA-1"
"1102","f8a","maker-ptg000301l-snap-gene-2.115-mRNA-1"
"1103","si_ch211-243a20.4","maker-ptg000301l-snap-gene-2.123-mRNA-1"
"1104","si_ch211-243a20.3","maker-ptg000301l-augustus-gene-0.4-mRNA-1"
"1107","atf7ip","maker-ptg000301l-snap-gene-2.139-mRNA-1"
"1112","hebp2","maker-ptg000301l-augustus-gene-2.36-mRNA-1"
"1114","serhl","maker-ptg000301l-snap-gene-2.184-mRNA-1"
"1115","trappc5","maker-ptg001106l-snap-gene-0.30-mRNA-1"
"1116","mcoln1a","maker-ptg000190l-snap-gene-1.11-mRNA-1"
"1118","prr36a","maker-ptg000190l-augustus-gene-1.36-mRNA-1"
"1119","si_ch211-214c7.5","maker-ptg000190l-snap-gene-4.62-mRNA-1"
"1120","pkn1a","maker-ptg000190l-snap-gene-1.19-mRNA-1"
"1121","map2k7","maker-ptg000190l-augustus-gene-2.11-mRNA-1"
"1125","eif5b","maker-ptg001278l-snap-gene-2.100-mRNA-1"
"1126","rev1","maker-ptg001278l-snap-gene-2.344-mRNA-1"
"1128","sox1b","snap_masked-ptg001330l-processed-gene-0.3-mRNA-1"
"1129","atp11a","maker-ptg000032l-snap-gene-12.8-mRNA-1"
"1130","tubgcp3","maker-ptg001330l-snap-gene-0.55-mRNA-1"
"1134","cdadc1","maker-ptg000032l-snap-gene-10.62-mRNA-1"
"1137","ebpl","maker-ptg000270l-snap-gene-7.84-mRNA-1"
"1143","pdxkb","maker-ptg000082l-snap-gene-6.0-mRNA-1"
"1144","tmprss3b","maker-ptg000082l-snap-gene-5.279-mRNA-1"
"1145","pknox1.2","snap_masked-ptg000082l-processed-gene-5.168-mRNA-1"
"1149","cryzl1","maker-ptg000620l-snap-gene-3.37-mRNA-1"
"1150","setd4","snap_masked-ptg000620l-processed-gene-3.179-mRNA-1"
"1152","cbr1","maker-ptg000620l-snap-gene-3.41-mRNA-1"
"1158","bcl9","maker-ptg000718l-snap-gene-40.4-mRNA-1"
"1159","morc3a","maker-ptg000620l-snap-gene-5.75-mRNA-1"
"1160","chaf1b","maker-ptg000620l-snap-gene-5.67-mRNA-1"
"1162","gja5b","snap_masked-ptg000718l-processed-gene-39.15-mRNA-1"
"1163","si_dkey-229b18.3","maker-ptg000620l-snap-gene-5.92-mRNA-1"
"1167","gja8b","maker-ptg000620l-snap-gene-5.97-mRNA-1"
"1168","fstl1a","maker-ptg000718l-augustus-gene-39.9-mRNA-1"
"1170","stn1","maker-ptg001561l-augustus-gene-5.15-mRNA-1"
"1173","sh3pxd2aa","maker-ptg001561l-augustus-gene-6.31-mRNA-1"
"1174","neurl1aa","maker-ptg001561l-augustus-gene-6.35-mRNA-1"
"1176","cfap58","maker-ptg001561l-augustus-gene-7.0-mRNA-1"
"1177","sorcs3a","maker-ptg001561l-augustus-gene-9.4-mRNA-1"
"1179","sorcs1","maker-ptg001561l-snap-gene-10.1-mRNA-1"
"1180","cxcl18b","maker-ptg001561l-est_gff_est2genome-gene-13.0-mRNA-1"
"1181","caly","maker-ptg001561l-snap-gene-14.2-mRNA-1"
"1182","msx1b","maker-ptg001309l-snap-gene-7.49-mRNA-1"
"1184","taf5","maker-ptg000457l-snap-gene-27.144-mRNA-1"
"1185","atp5md","maker-ptg001561l-snap-gene-4.112-mRNA-1"
"1186","pdcd11","maker-ptg001561l-snap-gene-4.81-mRNA-1"
"1187","zgc_175214","maker-ptg001561l-snap-gene-4.113-mRNA-1"
"1188","calhm1","maker-ptg001561l-snap-gene-4.114-mRNA-1"
"1189","LOC794408","maker-ptg000457l-est_gff_est2genome-gene-27.20-mRNA-1"
"1190","zp3c","maker-ptg001561l-snap-gene-4.115-mRNA-1"
"1192","col17a1a","maker-ptg000457l-augustus-gene-27.80-mRNA-1"
"1193","slkb","maker-ptg000457l-augustus-gene-26.21-mRNA-1"
"1198","hadh","maker-ptg002334l-snap-gene-0.12-mRNA-1"
"1199","gstcd","maker-ptg001123l-augustus-gene-0.11-mRNA-1"
"1200","cyp2u1","maker-ptg000344l-snap-gene-14.52-mRNA-1"
"1201","sgms2a","snap_masked-ptg002334l-processed-gene-0.46-mRNA-1"
"1202","npnta","maker-ptg002903l-snap-gene-0.14-mRNA-1"
"1203","tbck","maker-ptg002334l-snap-gene-0.10-mRNA-1"
"1206","papss1","maker-ptg002334l-snap-gene-0.0-mRNA-1"
"1208","pkd2","maker-ptg001436l-augustus-gene-0.76-mRNA-1"
"1210","abcg2a","maker-ptg001436l-snap-gene-0.52-mRNA-1"
"1213","herc3","maker-ptg001436l-snap-gene-0.33-mRNA-1"
"1214","fam13a","maker-ptg001436l-snap-gene-0.67-mRNA-1"
"1216","zgc_154142","maker-ptg000031l-augustus-gene-2.13-mRNA-1"
"1217","gprin3b","maker-ptg000031l-est_gff_est2genome-gene-2.94-mRNA-1"
"1218","otx2a","maker-ptg001062l-snap-gene-4.47-mRNA-1"
"1219","mdh1aa","maker-ptg001062l-snap-gene-4.44-mRNA-1"
"1220","ugp2a","maker-ptg001062l-snap-gene-4.38-mRNA-1"
"1221","spast","maker-ptg000004l-snap-gene-23.50-mRNA-1"
"1223","psen2","maker-ptg001327l-snap-gene-1.133-mRNA-1"
"1224","srd5a2a","maker-ptg001327l-snap-gene-1.113-mRNA-1"
"1226","LOC108190350","maker-ptg001327l-snap-gene-1.150-mRNA-1"
"1228","btbd3a","maker-ptg000004l-augustus-gene-21.17-mRNA-1"
"1229","esf1","snap_masked-ptg000456l-processed-gene-4.40-mRNA-1"
"1230","ndufaf5","maker-ptg000456l-augustus-gene-4.33-mRNA-1"
"1232","mast1a","maker-ptg000206l-augustus-gene-2.224-mRNA-1"
"1233","atg4da","maker-ptg000206l-augustus-gene-2.219-mRNA-1"
"1235","spred2a","maker-ptg002464l-snap-gene-0.92-mRNA-1"
"1236","meis1a","maker-ptg000067l-snap-gene-12.0-mRNA-1"
"1237","etaa1a","maker-ptg001026l-snap-gene-6.1-mRNA-1"
"1239","cnrip1a","maker-ptg000740l-augustus-gene-2.24-mRNA-1"
"1240","fbxo48","maker-ptg001026l-augustus-gene-5.70-mRNA-1"
"1241","rtbdn","maker-ptg000188l-augustus-gene-0.17-mRNA-1"
"1243","prokr1a","maker-ptg000740l-augustus-gene-2.28-mRNA-1"
"1244","snrpb2","maker-ptg000740l-snap-gene-2.98-mRNA-1"
"1245","rnaseh2a","maker-ptg000188l-snap-gene-0.116-mRNA-1"
"1246","prdx2","maker-ptg000188l-snap-gene-0.94-mRNA-1"
"1247","junba","snap_masked-ptg000188l-processed-gene-0.83-mRNA-1"
"1248","dand5","maker-ptg000434l-snap-gene-2.72-mRNA-1"
"1251","hook2","maker-ptg000188l-snap-gene-0.98-mRNA-1"
"1252","rad23aa","maker-ptg000188l-snap-gene-0.109-mRNA-1"
"1253","tspan34a","maker-ptg000434l-augustus-gene-2.19-mRNA-1"
"1254","rnf11a","maker-ptg000188l-augustus-gene-0.49-mRNA-1"
"1255","trir","maker-ptg000188l-augustus-gene-0.25-mRNA-1"
"1256","get3","maker-ptg000188l-snap-gene-0.128-mRNA-1"
"1258","best2","maker-ptg000188l-snap-gene-0.123-mRNA-1"
"1260","pld6","maker-ptg000434l-snap-gene-2.62-mRNA-1"
"1262","si_dkey-121b10.7","maker-ptg000600l-augustus-gene-5.362-mRNA-1"
"1266","ccdc86","maker-ptg000707l-snap-gene-8.89-mRNA-1"
"1267","glb1","maker-ptg000419l-snap-gene-0.4-mRNA-1"
"1268","cldnd1b","maker-ptg000707l-snap-gene-8.80-mRNA-1"
"1272","abca1a","maker-ptg001246l-snap-gene-4.95-mRNA-1"
"1274","aptx","maker-ptg001246l-snap-gene-4.149-mRNA-1"
"1275","osbp","maker-ptg000707l-augustus-gene-8.20-mRNA-1"
"1277","patl1","maker-ptg000707l-snap-gene-8.107-mRNA-1"
"1278","smarca5","maker-ptg000792l-snap-gene-3.35-mRNA-1"
"1279","inpp4b","maker-ptg000031l-snap-gene-2.83-mRNA-1"
"1282","znf330","snap_masked-ptg000344l-processed-gene-14.25-mRNA-1"
"1283","rnf150a","maker-ptg000031l-snap-gene-2.72-mRNA-1"
"1285","ucp1","maker-ptg000031l-augustus-gene-2.17-mRNA-1"
"1286","elmod2","maker-ptg000031l-snap-gene-0.5-mRNA-1"
"1289","commd1","maker-ptg001062l-augustus-gene-4.143-mRNA-1"
"1291","usp34","maker-ptg001062l-snap-gene-7.49-mRNA-1"
"1293","xpo1a","snap_masked-ptg001062l-processed-gene-7.73-mRNA-1"
"1295","cct4","maker-ptg001062l-augustus-gene-7.0-mRNA-1"
"1296","pus10","maker-ptg001062l-snap-gene-7.65-mRNA-1"
"1300","ifngr1","maker-ptg000392l-augustus-gene-15.23-mRNA-1"
"1301","ltv1","maker-ptg000827l-snap-gene-1.60-mRNA-1"
"1302","capn9","maker-ptg000392l-augustus-gene-15.32-mRNA-1"
"1304","nup133","maker-ptg000392l-augustus-gene-16.1-mRNA-1"
"1312","dcaf15","maker-ptg000173l-augustus-gene-9.24-mRNA-1"
"1313","rfx1b","maker-ptg000173l-augustus-gene-9.39-mRNA-1"
"1315","tnpo2b","maker-ptg000173l-snap-gene-9.64-mRNA-1"
"1319","LOC100535100","maker-ptg000173l-snap-gene-10.66-mRNA-1"
"1321","nthl1","maker-ptg000173l-augustus-gene-10.23-mRNA-1"
"1322","tsc2","maker-ptg000173l-augustus-gene-10.4-mRNA-1"
"1324","pkd1a","maker-ptg000173l-snap-gene-11.29-mRNA-1"
"1325","LOC110439889","snap_masked-ptg000173l-processed-gene-11.18-mRNA-1"
"1328","tekt4","maker-ptg000173l-snap-gene-12.12-mRNA-1"
"1339","gpr139","maker-ptg000173l-augustus-gene-14.165-mRNA-1"
"1340","gprc5bb","maker-ptg000173l-snap-gene-14.1-mRNA-1"
"1342","exosc1","maker-ptg000045l-snap-gene-0.21-mRNA-1"
"1343","pgam1b","maker-ptg001309l-augustus-gene-3.63-mRNA-1"
"1346","avpi1","maker-ptg001309l-snap-gene-3.29-mRNA-1"
"1348","zfyve27","maker-ptg000687l-snap-gene-1.122-mRNA-1"
"1351","r3hcc1l","maker-ptg000687l-augustus-gene-1.184-mRNA-1"
"1355","slc25a23a","maker-ptg000173l-augustus-gene-9.17-mRNA-1"
"1356","si_ch211-196h16.12","maker-ptg000173l-snap-gene-9.68-mRNA-1"
"1358","zgc_136864","snap_masked-ptg000173l-processed-gene-8.116-mRNA-1"
"1359","vps54","maker-ptg001062l-snap-gene-2.20-mRNA-1"
"1363","aftpha","maker-ptg001062l-snap-gene-4.32-mRNA-1"
"1367","mb","maker-ptg000301l-snap-gene-2.105-mRNA-1"
"1368","pane1","maker-ptg000301l-snap-gene-2.191-mRNA-1"
"1369","zgc_158803","maker-ptg000469l-snap-gene-7.153-mRNA-1"
"1370","mri1","maker-ptg000173l-snap-gene-8.60-mRNA-1"
"1372","cc2d1a","maker-ptg000173l-augustus-gene-8.91-mRNA-1"
"1373","nanos3","snap_masked-ptg001386l-processed-gene-1.94-mRNA-1"
"1376","si_ch211-286b5.4","maker-ptg000173l-snap-gene-8.26-mRNA-1"
"1378","si_ch211-286b5.5","maker-ptg001837l-snap-gene-1.111-mRNA-1"
"1381","yipf2","maker-ptg000173l-snap-gene-8.72-mRNA-1"
"1384","carm1","maker-ptg000173l-snap-gene-8.17-mRNA-1"
"1386","adgrg7.1","maker-ptg000173l-augustus-gene-7.8-mRNA-1"
"1405","dnajb1b","maker-ptg000173l-snap-gene-2.16-mRNA-1"
"1406","tecrb","maker-ptg000173l-snap-gene-3.1-mRNA-1"
"1408","ndufb7","maker-ptg002344l-snap-gene-3.20-mRNA-1"
"1410","zgc_136908","maker-ptg000102l-snap-gene-30.27-mRNA-1"
"1412","samd1b","maker-ptg000173l-augustus-gene-2.32-mRNA-1"
"1414","asf1bb","maker-ptg002344l-augustus-gene-3.45-mRNA-1"
"1420","crb3b","maker-ptg002344l-snap-gene-4.57-mRNA-1"
"1421","dennd1c","maker-ptg000173l-augustus-gene-1.5-mRNA-1"
"1422","zgc_65894","maker-ptg002344l-augustus-gene-2.7-mRNA-1"
"1424","tubb4bl","maker-ptg000173l-snap-gene-1.25-mRNA-1"
"1429","gcgrb","maker-ptg000173l-snap-gene-0.10-mRNA-1"
"1444","epn3b","maker-ptg000297l-snap-gene-5.89-mRNA-1"
"1445","znf750","maker-ptg000297l-augustus-gene-5.58-mRNA-1"
"1448","b3gntl1","maker-ptg000297l-snap-gene-5.110-mRNA-1"
"1449","metrnlb","maker-ptg000365l-snap-gene-4.398-mRNA-1"
"1452","tspan34a","maker-ptg000434l-augustus-gene-2.19-mRNA-1"
"1463","nxnl1","maker-ptg000297l-snap-gene-3.12-mRNA-1"
"1464","colgalt1b","maker-ptg000297l-snap-gene-3.9-mRNA-1"
"1479","LOC137493795","snap_masked-ptg000156l-processed-gene-5.8-mRNA-1"
"1487","tmed1b","maker-ptg002344l-snap-gene-4.74-mRNA-1"
"1492","sh2d3a","maker-ptg000297l-snap-gene-4.52-mRNA-1"
"1494","thumpd1","maker-ptg000028l-augustus-gene-135.49-mRNA-1"
"1495","gtf3c1","snap_masked-ptg000028l-processed-gene-134.51-mRNA-1"
"1497","cdc37","maker-ptg002895l-augustus-gene-3.22-mRNA-1"
"1500","ears2","maker-ptg000028l-augustus-gene-114.1-mRNA-1"
"1506","zgc_66388","maker-ptg000297l-augustus-gene-4.93-mRNA-1"
"1507","pin1","maker-ptg000297l-snap-gene-1.10-mRNA-1"
"1510","LOC556363","maker-ptg000297l-augustus-gene-2.6-mRNA-1"
"1511","soul5l","maker-ptg002053l-augustus-gene-1.187-mRNA-1"
"1516","mvb12a","maker-ptg000297l-augustus-gene-4.81-mRNA-1"
"1520","col5a3b","maker-ptg000297l-augustus-gene-4.102-mRNA-1"
"1521","rdh8b","maker-ptg000297l-snap-gene-2.11-mRNA-1"
"1522","txndc11","maker-ptg000028l-augustus-gene-138.201-mRNA-1"
"1523","parn","maker-ptg000600l-snap-gene-18.70-mRNA-1"
"1525","cyp3a65","snap_masked-ptg000028l-processed-gene-120.9-mRNA-1"
"1527","LOC137496056","maker-ptg000028l-augustus-gene-116.0-mRNA-1"
"1528","sp6","snap_masked-ptg000392l-processed-gene-4.7-mRNA-1"
"1530","wfikkn1","maker-ptg001029l-snap-gene-7.21-mRNA-1"
"1533","si_ch211-284o19.8","maker-ptg001156l-snap-gene-6.42-mRNA-1"
"1537","mast3a","maker-ptg001180l-snap-gene-3.16-mRNA-1"
"1539","zgc_153913","maker-ptg002131l-est_gff_est2genome-gene-1.34-mRNA-1"
"1541","cldn1","maker-ptg002131l-augustus-gene-1.56-mRNA-1"
"1544","LOC100331268","snap_masked-ptg002697l-processed-gene-0.9-mRNA-1"
"1546","oc90","maker-ptg000832l-snap-gene-2.81-mRNA-1"
"1547","tada1","maker-ptg000737l-snap-gene-8.17-mRNA-1"
"1550","atp1a2a","snap_masked-ptg001156l-processed-gene-0.19-mRNA-1"
"1558","mov10l1","maker-ptg000376l-augustus-gene-5.230-mRNA-1"
"1559","kcnq3","maker-ptg000832l-snap-gene-2.79-mRNA-1"
"1561","pfkpb","maker-ptg001824l-snap-gene-1.23-mRNA-1"
"1565","dhx30","maker-ptg000097l-snap-gene-16.50-mRNA-1"
"1568","wdr47a","maker-ptg000322l-augustus-gene-4.65-mRNA-1"
"1572","acin1a","maker-ptg001156l-snap-gene-10.7-mRNA-1"
"1573","LOC137487611","maker-ptg002697l-snap-gene-0.0-mRNA-1"
"1577","mep1bb","maker-ptg001414l-snap-gene-3.42-mRNA-1"
"1581","dhrs1","maker-ptg001156l-snap-gene-10.23-mRNA-1"
"1585","ap1g2","maker-ptg001156l-snap-gene-11.40-mRNA-1"
"1587","gpsm2","maker-ptg000322l-snap-gene-2.51-mRNA-1"
"1588","sharpin","maker-ptg000572l-snap-gene-15.22-mRNA-1"
"1589","wrnip1","maker-ptg000097l-augustus-gene-16.14-mRNA-1"
"1590","prmt5","maker-ptg001156l-snap-gene-11.50-mRNA-1"
"1591","mylk4a","snap_masked-ptg000097l-processed-gene-16.41-mRNA-1"
"1595","foxf2a","maker-ptg000097l-snap-gene-14.14-mRNA-1"
"1597","exoc2","maker-ptg000361l-snap-gene-17.10-mRNA-1"
"1598","irf4a","snap_masked-ptg000361l-processed-gene-17.61-mRNA-1"
"1600","ripk1l","maker-ptg001358l-snap-gene-3.207-mRNA-1"
"1606","polr2d","maker-ptg000852l-augustus-gene-16.50-mRNA-1"
"1609","LOC100331077","maker-ptg000156l-augustus-gene-10.6-mRNA-1"
"1610","LOC100331149","maker-ptg000156l-snap-gene-10.15-mRNA-1"
"1611","abcf3","maker-ptg000303l-augustus-gene-6.42-mRNA-1"
"1613","ss18","maker-ptg001414l-snap-gene-3.45-mRNA-1"
"1614","kctd15a","maker-ptg001414l-snap-gene-3.48-mRNA-1"
"1615","aqp4","snap_masked-ptg001414l-processed-gene-3.84-mRNA-1"
"1618","cdh2","maker-ptg000760l-augustus-gene-4.64-mRNA-1"
"1620","dsg2l","maker-ptg001414l-augustus-gene-3.0-mRNA-1"
"1622","ttr","maker-ptg001414l-snap-gene-3.36-mRNA-1"
"1623","bphl","maker-ptg000361l-augustus-gene-17.75-mRNA-1"
"1626","b4galt6","maker-ptg001414l-snap-gene-3.64-mRNA-1"
"1627","gpaa1","maker-ptg000572l-snap-gene-15.27-mRNA-1"
"1628","srsf11","maker-ptg000175l-augustus-gene-14.8-mRNA-1"
"1629","LOC100536501","maker-ptg001414l-augustus-gene-3.3-mRNA-1"
"1632","ankrd13c","maker-ptg000175l-snap-gene-14.31-mRNA-1"
"1633","c8b","maker-ptg000166l-augustus-gene-2.105-mRNA-1"
"1634","zgc_77398","maker-ptg000420l-snap-gene-4.43-mRNA-1"
"1639","zgc_77197","maker-ptg000737l-snap-gene-20.15-mRNA-1"
"1640","znhit6","maker-ptg001057l-snap-gene-3.9-mRNA-1"
"1642","ccn1","maker-ptg001057l-snap-gene-1.1-mRNA-1"
"1646","exosc4","maker-ptg000572l-augustus-gene-15.82-mRNA-1"
"1648","si_ch211-40k21.5","maker-ptg000049l-augustus-gene-8.0-mRNA-1"
"1652","bcl10","maker-ptg001057l-snap-gene-3.12-mRNA-1"
"1653","syde2","snap_masked-ptg001057l-processed-gene-3.95-mRNA-1"
"1657","ssx2ipa","maker-ptg001057l-snap-gene-3.40-mRNA-1"
"1659","gng5","maker-ptg001057l-snap-gene-3.47-mRNA-1"
"1660","tubb2","maker-ptg000361l-snap-gene-17.49-mRNA-1"
"1661","psmg4","maker-ptg000361l-snap-gene-17.37-mRNA-1"
"1662","samd13","maker-ptg001270l-augustus-gene-29.61-mRNA-1"
"1663","slc22a23","maker-ptg000361l-snap-gene-18.27-mRNA-1"
"1664","dspa","snap_masked-ptg001358l-processed-gene-3.131-mRNA-1"
"1666","zgc_77197","maker-ptg000737l-snap-gene-20.15-mRNA-1"
"1667","ccdc13","maker-ptg000100l-augustus-gene-11.114-mRNA-1"
"1671","pth1r","maker-ptg000100l-snap-gene-8.13-mRNA-1"
"1677","LOC100335005","maker-ptg000100l-snap-gene-10.0-mRNA-1"
"1683","mul3","maker-ptg000208l-snap-gene-4.1-mRNA-1"
